0,8.941,190,12
0.1,8.941,189.1059,12
0.2,8.941,188.2118,12
0.3,8.941,187.3177,12
0.4,8.941,186.4236,12
0.5,8.941,185.5295,12
0.6,8.941,184.6354,12
0.7,8.941,183.7413,12
0.8,8.941,182.8472,12
0.9,8.941,181.9531,12
1,8.941,181.059,12
1.1,8.941,180.1649,12
1.2,8.941,179.2708,12
1.3,8.941,178.3767,12
1.4,8.941,177.4826,12
1.5,8.941,176.5885,12
1.6,8.941,175.6944,12
1.7,8.941,174.8003,12
1.8,8.941,173.9062,12
1.9,8.941,173.0121,12
2,8.941,172.118,12
2.1,8.941,171.2239,12
2.2,8.941,170.3298,12
2.3,8.941,169.4357,12
2.4,8.941,168.5416,12
2.5,8.941,167.6475,12
2.6,8.941,166.7534,12
2.7,8.941,165.8593,12
2.8,8.941,164.9652,12
2.9,8.941,164.0711,12
3,8.941,163.177,12
3.1,8.941,162.2829,12
3.2,8.941,161.3888,12
3.3,8.941,160.4947,12
3.4,8.941,159.6006,12
3.5,8.941,158.7065,12
3.6,8.941,157.8124,12
3.7,8.941,156.9183,12
3.8,8.941,156.0242,12
3.9,8.941,155.1301,12
4,8.941,154.236,12
4.1,8.941,153.3419,12
4.2,8.941,152.4478,12
4.3,8.941,151.5537,12
4.4,8.941,150.6596,12
4.5,8.941,149.7655,12
4.6,8.941,148.8714,12
4.7,8.941,147.9773,12
4.8,8.941,147.0832,12
4.9,8.941,146.1891,12
5,8.941,145.295,12
5.1,8.941,144.4009,12
5.2,8.941,143.5068,12
5.3,8.941,142.6127,12
5.4,8.941,141.7186,12
5.5,8.941,140.8245,12
5.6,8.941,139.9304,12
5.7,8.941,139.0363,12
5.8,8.941,138.1422,12
5.9,8.941,137.2481,12
6,8.941,136.354,12
6.1,8.941,135.4599,12
6.2,8.941,134.5658,12
6.3,8.941,133.6717,12
6.4,8.941,132.7776,12
6.5,8.941,131.8835,12
6.6,8.941,130.9894,12
6.7,8.941,130.0953,12
6.8,8.941,129.2012,12
6.9,8.941,128.3071,12
7,8.941,127.413,12
7.1,8.941,126.5189,12
7.2,8.941,125.6248,12
7.3,8.941,124.7307,12
7.4,8.941,123.8366,12
7.5,8.941,122.9425,12
7.6,8.941,122.0484,12
7.7,8.941,121.1543,12
7.8,8.941,120.2602,12
7.9,8.941,119.3661,12
8,8.941,118.472,12
8.1,0,117.5779,12
8.2,0,116.6838,12
8.3,0,115.7897,12
8.4,0,114.8956,12
8.5,0,114.0015,12
8.6,0,113.1074,12
8.7,0,112.2133,12
8.8,0,111.3192,12
8.9,0,110.4251,12
9,0,109.531,12
9.1,0,108.6369,12
9.2,0,107.7428,12
9.3,0,106.8487,12
9.4,0,105.9546,12
9.5,0,105.0605,12
9.6,0,104.1664,12
9.7,0,103.2723,12
9.8,0,102.3782,12
9.9,0,101.4841,12
10,0,100.59,12
10.1,0,99.6959,12
10.2,0,98.8018,12
10.3,0,97.9077,12
10.4,0,97.0136,12
10.5,0,96.1195,12
10.6,0,95.2254,12
10.7,0,94.3313,12
10.8,0,93.4372,12
10.9,0,92.5431,12
11,0,91.649,12
11.1,0,90.7549,12
11.2,0,89.8608,12
11.3,0,88.9667,12
11.4,0,88.0726,12
11.5,0,87.1785,12
11.6,0,86.2844,12
11.7,0,85.3903,12
11.8,0,84.4962,12
11.9,0,83.6021,12
12,0,82.708,12
12.1,0,81.8139,12
12.2,0,80.9198,12
12.3,0,80.0257,12
12.4,0,79.1316,12
12.5,0,78.2375,12
12.6,0,77.3434,12
12.7,0,76.4493,12
12.8,0,75.5552,12
12.9,0,74.6611,12
13,8.941,73.767,12
13.1,8.941,72.8729,12
13.2,8.941,71.9788,12
13.3,8.941,71.0847,12
13.4,8.941,70.1906,12
13.5,8.941,69.2965,12
13.6,8.941,68.4024,12
13.7,8.941,67.5083,12
13.8,8.941,66.6142,12
13.9,8.941,65.7201,12
14,8.941,64.826,12
14.1,8.941,63.9319,12
14.2,8.941,63.0378,12
14.3,8.941,62.1437,12
14.4,8.941,61.2496,12
14.5,8.941,60.3555,12
14.6,8.941,59.4614,12
14.7,8.941,58.5673,12
14.8,8.941,57.6732,12
14.9,8.941,56.7791,12
15,8.941,55.885,12
15.1,8.941,54.9909,12
15.2,8.941,54.0968,12
15.3,8.941,53.2027,12
15.4,8.941,52.3086,12
15.5,8.941,51.4145,12
15.6,8.941,50.5204,12
15.7,8.941,49.6263,12
15.8,8.941,48.7322,12
15.9,8.941,47.8381,12
16,8.941,46.944,12
16.1,8.941,46.0499,12
16.2,8.941,45.1558,12
16.3,8.941,44.2617,12
16.4,8.941,43.3676,12
16.5,8.941,42.4735,12
16.6,8.941,41.5794,12
16.7,8.941,40.6853,12
16.8,8.941,39.7912,12
16.9,8.941,38.8971,12
17,8.941,38.003,12
17.1,8.941,37.1089,12
17.2,8.941,36.2148,12
17.3,8.941,35.3207,12
17.4,8.941,34.4266,12
17.5,8.941,33.5325,12
17.6,8.941,32.6384,12
17.7,8.941,31.7443,12
17.8,8.941,30.8502,12
17.9,8.941,29.9561,12
18,8.941,29.062,12
18.1,8.941,28.1679,12
18.2,8.941,27.2738,12
18.3,8.941,26.3797,12
18.4,8.941,25.4856,12
18.5,8.941,24.5915,12
18.6,8.941,23.6974,12
18.7,8.941,22.8033,12
18.8,8.941,21.9092,12
18.9,8.941,21.0151,12
19,8.941,20.121,12
19.1,8.941,19.2269,12
19.2,8.941,18.3328,12
19.3,8.941,17.4387,12
19.4,8.941,16.5446,12
19.5,8.941,15.6505,12
19.6,8.941,14.7564,12
19.7,8.941,13.8623,12
19.8,8.941,12.9682,12
19.9,8.941,12.0741,12
20,8.941,11.18,12
20.1,8.941,10.2859,12
20.2,8.941,9.3918,12
20.3,8.941,8.4977,12
20.4,8.941,7.6036,12
20.5,8.941,6.7095,12
20.6,8.941,5.8154,12
20.7,8.941,4.9213,12
20.8,8.941,4.0272,12
20.9,8.941,3.1331,12
21,8.941,2.239,12
21.1,0,1.3449,12
21.2,0,0.4508,12
21.3,0,-0.4433,12
21.4,0,-1.3374,12
21.5,0,-2.2315,12
21.6,0,-3.1256,12
21.7,0,-4.0197,12
21.8,0,-4.9138,12
21.9,0,-5.8079,12
22,0,-6.702,12
22.1,0,-7.5961,12
22.2,0,-8.4902,12
22.3,0,-9.3843,12
22.4,0,-10.2784,12
22.5,0,-11.1725,12
22.6,0,-12.0666,12
22.7,0,-12.9607,12
22.8,0,-13.8548,12
22.9,0,-14.7489,12
23,0,-15.643,12
23.1,0,-16.5371,12
23.2,0,-17.4312,12
23.3,0,-18.3253,12
23.4,0,-19.2194,12
23.5,0,-20.1135,12
23.6,0,-21.0076,12
23.7,0,-21.9017,12
23.8,0,-22.7958,12
23.9,0,-23.6899,12
24,0,-24.584,12
24.1,0,-25.4781,12
24.2,0,-26.3722,12
24.3,0,-27.2663,12
24.4,0,-28.1604,12
24.5,0,-29.0545,12
24.6,0,-29.9486,12
24.7,0,-30.8427,12
24.8,0,-31.7368,12
24.9,0,-32.6309,12
25,0,-33.525,12
25.1,0,-34.4191,12
25.2,0,-35.3132,12
25.3,0,-36.2073,12
25.4,0,-37.1014,12
25.5,0,-37.9955,12
25.6,0,-38.8896,12
25.7,0,-39.7837,12
25.8,0,-40.6778,12
25.9,0,-41.5719,12
26,0,-42.466,12
